DSAMP,PLOT,CHAMBER,TIME_POINT,time,fertilization,irrigation,N2O_ppm,N2O_umol_per_L,flux_nmol_m2_per_s
5/24/22,20,20,3,2400,CONFYM,drought,0.379829304,0.015420064,
5/24/22,20,20,4,3600,CONFYM,drought,0.399580977,0.01622193,
5/24/22,21,21,1,0,BIODYN,control,0.340939083,0.013923025,0.013
5/24/22,21,21,2,1200,BIODYN,control,0.345526757,0.014110373,
5/24/22,21,21,3,2400,BIODYN,control,0.346774359,0.014161322,
5/24/22,21,21,4,3600,BIODYN,control,0.346421917,0.014146929,
5/24/22,22,22,1,0,BIODYN,drought,0.341108187,0.013848089,0.016
5/24/22,22,22,2,1200,BIODYN,drought,0.346999926,0.014087278,
5/24/22,22,22,3,2400,BIODYN,drought,0.346295041,0.014058662,
5/24/22,22,22,4,3600,BIODYN,drought,0.347838785,0.014121334,
5/24/22,23,23,1,0,CONMIN,control,0.342587934,0.01399036,0.155
5/24/22,23,23,2,1200,CONMIN,control,0.371127911,0.015155855,
5/24/22,23,23,3,2400,CONMIN,control,0.389270815,0.015896762,
5/24/22,23,23,4,3600,CONMIN,control,0.408029202,0.016662803,
5/24/22,24,24,1,0,CONMIN,drought,0.340819303,0.013836361,0.023
5/24/22,24,24,2,1200,CONMIN,drought,0.344138314,0.013971104,
5/24/22,24,24,3,2400,CONMIN,drought,0.34690124,0.014083272,
5/24/22,24,24,4,3600,CONMIN,drought,0.349848021,0.014202903,
5/31/22,1,1,1,0,CONMIN,control,0.376204969,0.015111031,0.142
5/31/22,1,1,2,1200,CONMIN,control,0.38362892,0.015409229,
5/31/22,1,1,3,2400,CONMIN,control,0.407691443,0.016375749,
5/31/22,1,1,4,3600,CONMIN,control,0.429140103,0.017237277,
5/31/22,2,2,1,0,CONMIN,drought,0.363476799,0.014412507,0.367
5/31/22,2,2,2,1200,CONMIN,drought,0.408683605,0.016205038,
5/31/22,2,2,3,2400,CONMIN,drought,0.445812852,0.017677279,
5/31/22,2,2,4,3600,CONMIN,drought,0.507295009,0.020115157,
5/31/22,3,3,1,0,BIODYN,control,0.360385701,0.014475618,0.025
5/31/22,3,3,2,1200,BIODYN,control,0.362969947,0.01457942,
5/31/22,3,3,3,2400,BIODYN,control,0.367281737,0.014752611,
5/31/22,3,3,4,3600,BIODYN,control,0.36980882,0.014854117,
5/31/22,4,4,1,0,BIODYN,drought,0.358443934,0.014212945,0.017
5/31/22,4,4,2,1200,BIODYN,drought,0.360621282,0.014299281,
5/31/22,4,4,3,2400,BIODYN,drought,0.363148416,0.014399486,
5/31/22,4,4,4,3600,BIODYN,drought,0.365090155,0.014476479,
5/31/22,5,5,1,0,CONFYM,control,0.35897221,0.014418842,0.024
5/31/22,5,5,2,1200,CONFYM,control,0.363112722,0.014585154,
5/31/22,5,5,3,2400,CONFYM,control,0.365632698,0.014686374,
5/31/22,5,5,4,3600,CONFYM,control,0.369366225,0.014836339,
5/31/22,6,6,1,0,CONFYM,drought,0.357994185,0.014195111,0.048
5/31/22,6,6,2,1200,CONFYM,drought,0.364776051,0.014464025,
5/31/22,6,6,3,2400,CONFYM,drought,0.374663051,0.014856062,
5/31/22,6,6,4,3600,CONFYM,drought,0.375633889,0.014894557,
5/31/22,7,7,1,0,CONFYM,control,0.364312033,0.014633327,0.048
5/31/22,7,7,2,1200,CONFYM,control,0.366931942,0.014738561,
5/31/22,7,7,3,2400,CONFYM,control,0.375434011,0.015080064,
5/31/22,7,7,4,3600,CONFYM,control,0.381323229,0.015316616,
5/31/22,8,8,1,0,CONFYM,drought,0.35959329,0.014258519,0.114
5/31/22,8,8,2,1200,CONFYM,drought,0.381194738,0.015115055,
5/31/22,8,8,3,2400,CONFYM,drought,0.395735333,0.015691616,
5/31/22,8,8,4,3600,CONFYM,drought,0.409033359,0.016218906,
5/31/22,9,9,1,0,CONMIN,control,0.360314313,0.014472751,0.045
5/31/22,9,9,2,1200,CONMIN,control,0.366546452,0.014723077,
5/31/22,9,9,3,2400,CONMIN,control,0.372600012,0.014966231,
5/31/22,9,9,4,3600,CONMIN,control,0.377818264,0.015175832,
5/31/22,10,10,1,0,CONMIN,drought,0.378439309,0.015005797,-0.028
5/31/22,10,10,2,1200,CONMIN,drought,0.365654114,0.014498841,
5/31/22,10,10,3,2400,CONMIN,drought,0.366210934,0.01452092,
5/31/22,10,10,4,3600,CONMIN,drought,0.365775472,0.014503653,
5/31/22,11,11,1,0,BIODYN,control,0.359571873,0.014442929,0.029
5/31/22,11,11,2,1200,BIODYN,control,0.359985926,0.01445956,
5/31/22,11,11,3,2400,BIODYN,control,0.364647554,0.014646804,
5/31/22,11,11,4,3600,BIODYN,control,0.37032994,0.014875049,
5/31/22,12,12,1,0,BIODYN,drought,0.358986488,0.014234458,0.007
5/31/22,12,12,2,1200,BIODYN,drought,0.362820032,0.014386465,
5/31/22,12,12,3,2400,BIODYN,drought,0.362177542,0.014360989,
5/31/22,12,12,4,3600,BIODYN,drought,0.362198958,0.014361838,
5/31/22,13,13,1,0,BIODYN,control,0.35821549,0.014388447,0.071
5/31/22,13,13,2,1200,BIODYN,control,0.371329344,0.014915192,
5/31/22,13,13,3,2400,BIODYN,control,0.379288783,0.015234899,
5/31/22,13,13,4,3600,BIODYN,control,0.387433633,0.015562053,
5/31/22,14,14,1,0,BIODYN,drought,0.360157258,0.014280881,0.029
5/31/22,14,14,2,1200,BIODYN,drought,0.364240646,0.014442795,
5/31/22,14,14,3,2400,BIODYN,drought,0.367767167,0.014582628,
5/31/22,14,14,4,3600,BIODYN,drought,0.371650581,0.014736612,
5/31/22,15,15,1,0,CONMIN,control,0.358665239,0.014406512,0.066
5/31/22,15,15,2,1200,CONMIN,control,0.367310292,0.014753758,
5/31/22,15,15,3,2400,CONMIN,control,0.374448895,0.015040495,
5/31/22,15,15,4,3600,CONMIN,control,0.387019614,0.015545423,
5/31/22,16,16,1,0,CONMIN,drought,0.366239488,0.014522053,0.002
5/31/22,16,16,2,1200,CONMIN,drought,0.361128138,0.014319378,
5/31/22,16,16,3,2400,CONMIN,drought,0.364890271,0.014468554,
5/31/22,16,16,4,3600,CONMIN,drought,0.366053882,0.014514693,
5/31/22,17,17,1,0,CONFYM,control,0.361527912,0.014521497,
5/31/22,17,17,2,1200,CONFYM,control,0.366603562,0.014725371,
5/31/22,17,17,3,2400,CONFYM,control,0.373927782,0.015019563,
5/31/22,17,17,4,3600,CONFYM,control,0.375790936,0.015094401,
5/31/22,18,18,1,0,CONFYM,drought,0.360849724,0.014308339,0.023
5/31/22,18,18,2,1200,CONFYM,drought,0.367438788,0.014569607,
5/31/22,18,18,3,2400,CONFYM,drought,0.369437612,0.014648864,
5/31/22,18,18,4,3600,CONFYM,drought,0.37099383,0.014710571,
5/31/22,19,19,1,0,CONFYM,control,0.376254938,0.015113038,0.011
5/31/22,19,19,2,1200,CONFYM,control,0.367517314,0.014762074,
5/31/22,19,19,3,2400,CONFYM,control,0.375519673,0.015083505,
5/31/22,19,19,4,3600,CONFYM,control,0.378339371,0.015196764,
5/31/22,20,20,1,0,CONFYM,drought,0.364354866,0.014447324,0.024
5/31/22,20,20,2,1200,CONFYM,drought,0.36710327,0.014556303,
5/31/22,20,20,3,2400,CONFYM,drought,0.371557779,0.014732932,
5/31/22,20,20,4,3600,CONFYM,drought,0.373913505,0.014826341,
5/31/22,21,21,1,0,BIODYN,control,0.361977656,0.014539562,-0.008
5/31/22,21,21,2,1200,BIODYN,control,0.365754056,0.014691249,
5/31/22,21,21,3,2400,BIODYN,control,0.361906268,0.014536695,
5/31/22,21,21,4,3600,BIODYN,control,0.359885983,0.014455546,
5/31/22,22,22,1,0,BIODYN,drought,0.359443374,0.014252574,0.015
5/31/22,22,22,2,1200,BIODYN,drought,0.363005641,0.014393825,
5/31/22,22,22,3,2400,BIODYN,drought,0.366417956,0.014529129,
5/31/22,22,22,4,3600,BIODYN,drought,0.364604722,0.014457231,
5/31/22,23,23,1,0,CONMIN,control,0.359928816,0.014457266,0.035
5/31/22,23,23,2,1200,CONMIN,control,0.368152655,0.014787594,
5/31/22,23,23,3,2400,CONMIN,control,0.371993233,0.014941858,
5/31/22,23,23,4,3600,CONMIN,control,0.375162747,0.015069168,
5/31/22,24,24,1,0,CONMIN,drought,0.365047323,0.014474781,0.017
5/31/22,24,24,2,1200,CONMIN,drought,0.365768334,0.01450337,
5/31/22,24,24,3,2400,CONMIN,drought,0.373992029,0.014829455,
5/31/22,24,24,4,3600,CONMIN,drought,0.369573246,0.014654242,
6/10/22,1,1,1,0,CONMIN,control,0.375395811,0.014930476,0.055
6/10/22,1,1,2,1200,CONMIN,control,0.375952699,0.014952624,
6/10/22,1,1,3,2400,CONMIN,control,0.383578147,0.015255909,
6/10/22,1,1,4,3600,CONMIN,control,0.39658583,0.015773258,
6/10/22,2,2,1,0,CONMIN,drought,0.362750177,0.014378841,0.100
6/10/22,2,2,2,1200,CONMIN,drought,0.379665234,0.015049327,
6/10/22,2,2,3,2400,CONMIN,drought,0.394559019,0.015639694,
6/10/22,2,2,4,3600,CONMIN,drought,0.400565135,0.015877766,
6/10/22,3,3,1,0,BIODYN,control,0.359118904,0.0142831,0.024
6/10/22,3,3,2,1200,BIODYN,control,0.365200679,0.014524988,
6/10/22,3,3,3,2400,BIODYN,control,0.367992715,0.014636035,
6/10/22,3,3,4,3600,BIODYN,control,0.368735269,0.014665568,
6/10/22,4,4,1,0,BIODYN,drought,0.358851567,0.014224307,0.021
6/10/22,4,4,2,1200,BIODYN,drought,0.360596672,0.01429348,
6/10/22,4,4,3,2400,BIODYN,drought,0.363515035,0.014409159,
6/10/22,4,4,4,3600,BIODYN,drought,0.367027389,0.014548383,
6/10/22,5,5,1,0,CONFYM,control,0.357611416,0.014223144,0.035
6/10/22,5,5,2,1200,CONFYM,control,0.363121468,0.014442293,
6/10/22,5,5,3,2400,CONFYM,control,0.369381288,0.014691262,
6/10/22,5,5,4,3600,CONFYM,control,0.372284625,0.014806736,
6/10/22,6,6,1,0,CONFYM,drought,0.360470431,0.014288476,0.045
6/10/22,6,6,2,1200,CONFYM,drought,0.36479969,0.014460081,
6/10/22,6,6,3,2400,CONFYM,drought,0.374801795,0.014856548,
6/10/22,6,6,4,3600,CONFYM,drought,0.376724914,0.014932778,
6/10/22,7,7,1,0,CONFYM,control,0.363708106,0.014465625,0.025
6/10/22,7,7,2,1200,CONFYM,control,0.363864047,0.014471827,
6/10/22,7,7,3,2400,CONFYM,control,0.367309562,0.014608864,
6/10/22,7,7,4,3600,CONFYM,control,0.372782122,0.014826522,
6/10/22,8,8,1,0,CONFYM,drought,0.358517396,0.014211061,0.054
6/10/22,8,8,2,1200,CONFYM,drought,0.367324413,0.014560157,
6/10/22,8,8,3,2400,CONFYM,drought,0.375722519,0.014893045,
6/10/22,8,8,4,3600,CONFYM,drought,0.381395244,0.015117902,
6/10/22,9,9,1,0,CONMIN,control,0.361042228,0.014359596,0.030
6/10/22,9,9,2,1200,CONMIN,control,0.361844224,0.014391493,
6/10/22,9,9,3,2400,CONMIN,control,0.367250157,0.014606502,
6/10/22,9,9,4,3600,CONMIN,control,0.372284625,0.014806736,
6/10/22,10,10,1,0,CONMIN,drought,0.375447788,0.014882155,-0.016
6/10/22,10,10,2,1200,CONMIN,drought,0.364064542,0.014430941,
6/10/22,10,10,3,2400,CONMIN,drought,0.364339295,0.014441832,
6/10/22,10,10,4,3600,CONMIN,drought,0.368044694,0.014588708,
6/10/22,11,11,1,0,BIODYN,control,0.359044644,0.014280147,0.011
6/10/22,11,11,2,1200,BIODYN,control,0.363648699,0.014463262,
6/10/22,11,11,3,2400,BIODYN,control,0.363128894,0.014442588,
6/10/22,11,11,4,3600,BIODYN,control,0.363975433,0.014476257,
6/10/22,12,12,1,0,BIODYN,drought,0.358524822,0.014211355,0.007
6/10/22,12,12,2,1200,BIODYN,drought,0.360633802,0.014294952,
6/10/22,12,12,3,2400,BIODYN,drought,0.360017448,0.01427052,
6/10/22,12,12,4,3600,BIODYN,drought,0.361955612,0.014347346,
6/10/22,13,13,1,0,BIODYN,control,0.356995049,0.014198629,0.029
6/10/22,13,13,2,1200,BIODYN,control,0.363010081,0.014437863,
6/10/22,13,13,3,2400,BIODYN,control,0.367123922,0.014601481,
6/10/22,13,13,4,3600,BIODYN,control,0.368757546,0.014666454,
6/10/22,14,14,1,0,BIODYN,drought,0.360812024,0.014302016,0.028
6/10/22,14,14,2,1200,BIODYN,drought,0.362935823,0.0143862,
6/10/22,14,14,3,2400,BIODYN,drought,0.368007566,0.014587236,
6/10/22,14,14,4,3600,BIODYN,drought,0.371133693,0.014711151,
6/10/22,15,15,1,0,CONMIN,control,0.358561952,0.014260949,0.050
6/10/22,15,15,2,1200,CONMIN,control,0.366180868,0.014563973,
6/10/22,15,15,3,2400,CONMIN,control,0.373598905,0.014859008,
6/10/22,15,15,4,3600,CONMIN,control,0.379501884,0.015093785,
6/10/22,16,16,1,0,CONMIN,drought,0.362178388,0.014356177,0.016
6/10/22,16,16,2,1200,CONMIN,drought,0.366307104,0.014519832,
6/10/22,16,16,3,2400,CONMIN,drought,0.366188293,0.014515123,
6/10/22,16,16,4,3600,CONMIN,drought,0.369165949,0.014633152,
6/10/22,17,17,1,0,CONFYM,control,0.359928337,0.014315294,0.027
6/10/22,17,17,2,1200,CONFYM,control,0.360752617,0.014348077,
6/10/22,17,17,3,2400,CONFYM,control,0.366388786,0.014572243,
6/10/22,17,17,4,3600,CONFYM,control,0.370903505,0.014751805,
6/10/22,18,18,1,0,CONFYM,drought,0.360084282,0.01427317,0.087
6/10/22,18,18,2,1200,CONFYM,drought,0.37679174,0.014935427,
6/10/22,18,18,3,2400,CONFYM,drought,0.391552164,0.015520507,
6/10/22,18,18,4,3600,CONFYM,drought,0.39622947,0.015705908,
6/10/22,19,19,1,0,CONFYM,control,0.373650882,0.014861075,0.009
6/10/22,19,19,2,1200,CONFYM,control,0.369284756,0.014687423,
6/10/22,19,19,3,2400,CONFYM,control,0.370168387,0.014722567,
6/10/22,19,19,4,3600,CONFYM,control,0.377133295,0.01499958,
6/10/22,20,20,1,0,CONFYM,drought,0.357730233,0.014179859,0.056
6/10/22,20,20,2,1200,CONFYM,drought,0.367710544,0.014575463,
6/10/22,20,20,3,2400,CONFYM,drought,0.376190304,0.014911587,
6/10/22,20,20,4,3600,CONFYM,drought,0.380192407,0.015070224,
6/10/22,21,21,1,0,BIODYN,control,0.359133756,0.014283691,0.007
6/10/22,21,21,2,1200,BIODYN,control,0.360165967,0.014324745,
6/10/22,21,21,3,2400,BIODYN,control,0.361829372,0.014390903,
6/10/22,21,21,4,3600,BIODYN,control,0.361651151,0.014383814,
6/10/22,22,22,1,0,BIODYN,drought,0.359987744,0.014269343,0.101
6/10/22,22,22,2,1200,BIODYN,drought,0.376955093,0.014941902,
6/10/22,22,22,3,2400,BIODYN,drought,0.392599001,0.015562002,
6/10/22,22,22,4,3600,BIODYN,drought,0.397907327,0.015772415,
6/10/22,23,23,1,0,CONMIN,control,0.356712856,0.014187405,0.077
6/10/22,23,23,2,1200,CONMIN,control,0.369945624,0.014713707,
6/10/22,23,23,3,2400,CONMIN,control,0.378395557,0.015049783,
6/10/22,23,23,4,3600,CONMIN,control,0.390104398,0.015515475,
6/10/22,24,24,1,0,CONMIN,drought,0.359787243,0.014261395,0.071
6/10/22,24,24,2,1200,CONMIN,drought,0.374430534,0.014841832,
6/10/22,24,24,3,2400,CONMIN,drought,0.380623053,0.015087294,
6/10/22,24,24,4,3600,CONMIN,drought,0.388782836,0.015410735,
6/14/22,1,1,1,0,CONMIN,control,0.379665324,0.015013867,0.076
6/14/22,1,1,2,1200,CONMIN,control,0.3840833,0.015188576,
6/14/22,1,1,3,2400,CONMIN,control,0.392316153,0.015514144,
6/14/22,1,1,4,3600,CONMIN,control,0.409961584,0.016211933,
6/14/22,2,2,1,0,CONMIN,drought,0.364981572,0.014298421,0.080
6/14/22,2,2,2,1200,CONMIN,drought,0.388047371,0.015202041,
6/14/22,2,2,3,2400,CONMIN,drought,0.392806974,0.015388501,
6/14/22,2,2,4,3600,CONMIN,drought,0.397700153,0.015580195,
6/14/22,3,3,1,0,BIODYN,control,0.362206667,0.014323465,0.016
6/14/22,3,3,2,1200,BIODYN,control,0.36650661,0.014493506,
6/14/22,3,3,3,2400,BIODYN,control,0.36615697,0.014479679,
6/14/22,3,3,4,3600,BIODYN,control,0.36933343,0.014605292,
6/14/22,4,4,1,0,BIODYN,drought,0.360331875,0.014116266,0.025
6/14/22,4,4,2,1200,BIODYN,drought,0.363382108,0.014235761,
6/14/22,4,4,3,2400,BIODYN,drought,0.367540643,0.014398674,
6/14/22,4,4,4,3600,BIODYN,drought,0.369869026,0.014489891,
6/14/22,5,5,1,0,CONFYM,control,0.36348626,0.014374066,0.015
6/14/22,5,5,2,1200,CONFYM,control,0.363277956,0.014365829,
6/14/22,5,5,3,2400,CONFYM,control,0.367540643,0.014534397,
6/14/22,5,5,4,3600,CONFYM,control,0.369087947,0.014595585,
6/14/22,6,6,1,0,CONFYM,drought,0.361879326,0.014176888,0.051
6/14/22,6,6,2,1200,CONFYM,drought,0.366305753,0.014350297,
6/14/22,6,6,3,2400,CONFYM,drought,0.374473514,0.014670275,
6/14/22,6,6,4,3600,CONFYM,drought,0.381733027,0.014954671,
6/14/22,7,7,1,0,CONFYM,control,0.369385502,0.014607352,0.017
6/14/22,7,7,2,1200,CONFYM,control,0.36675954,0.014503508,
6/14/22,7,7,3,2400,CONFYM,control,0.375767779,0.014859739,
6/14/22,7,7,4,3600,CONFYM,control,0.373365189,0.014764728,
6/14/22,8,8,1,0,CONFYM,drought,0.362184349,0.014188838,0.074
6/14/22,8,8,2,1200,CONFYM,drought,0.373685042,0.014639386,
6/14/22,8,8,3,2400,CONFYM,drought,0.385712088,0.015110554,
6/14/22,8,8,4,3600,CONFYM,drought,0.393506018,0.015415887,
6/14/22,9,9,1,0,CONMIN,control,0.362370337,0.014329937,0.033
6/14/22,9,9,2,1200,CONMIN,control,0.364780711,0.014425255,
6/14/22,9,9,3,2400,CONMIN,control,0.375395866,0.014845031,
6/14/22,9,9,4,3600,CONMIN,control,0.37326105,0.01476061,
6/14/22,10,10,1,0,CONMIN,drought,0.379226488,0.014856476,-0.018
6/14/22,10,10,2,1200,CONMIN,drought,0.370174017,0.014501839,
6/14/22,10,10,3,2400,CONMIN,drought,0.367890277,0.014412372,
6/14/22,10,10,4,3600,CONMIN,drought,0.371721268,0.014562453,
6/14/22,11,11,1,0,BIODYN,control,0.362355458,0.014329348,0.011
6/14/22,11,11,2,1200,BIODYN,control,0.365487442,0.014453203,
6/14/22,11,11,3,2400,BIODYN,control,0.365747814,0.014463499,
6/14/22,11,11,4,3600,BIODYN,control,0.367183569,0.014520276,
6/14/22,12,12,1,0,BIODYN,drought,0.361656138,0.014168145,0.012
6/14/22,12,12,2,1200,BIODYN,drought,0.361663577,0.014168436,
6/14/22,12,12,3,2400,BIODYN,drought,0.363382108,0.014235761,
6/14/22,12,12,4,3600,BIODYN,drought,0.366633075,0.01436312,
6/14/22,13,13,1,0,BIODYN,control,0.360636904,0.014261388,0.024
6/14/22,13,13,2,1200,BIODYN,control,0.360316996,0.014248737,
6/14/22,13,13,3,2400,BIODYN,control,0.366015625,0.01447409,
6/14/22,13,13,4,3600,BIODYN,control,0.369474768,0.014610882,
6/14/22,14,14,1,0,BIODYN,drought,0.363136606,0.014226143,0.000
6/14/22,14,14,2,1200,BIODYN,drought,0.362980377,0.014220023,
6/14/22,14,14,3,2400,BIODYN,drought,0.361886766,0.01417718,
6/14/22,14,14,4,3600,BIODYN,drought,0.363560655,0.014242755,
6/14/22,15,15,1,0,CONMIN,control,0.362593523,0.014338763,0.051
6/14/22,15,15,2,1200,CONMIN,control,0.369273919,0.014602939,
6/14/22,15,15,3,2400,CONMIN,control,0.377396738,0.014924156,
6/14/22,15,15,4,3600,CONMIN,control,0.383934551,0.015182694,
6/14/22,16,16,1,0,CONMIN,drought,0.367391862,0.014392846,0.004
6/14/22,16,16,2,1200,CONMIN,drought,0.368187837,0.014424029,
6/14/22,16,16,3,2400,CONMIN,drought,0.368515151,0.014436851,
6/14/22,16,16,4,3600,CONMIN,drought,0.369288797,0.01446716,
6/14/22,17,17,1,0,CONFYM,control,0.359297744,0.014208431,0.047
6/14/22,17,17,2,1200,CONFYM,control,0.364468259,0.014412899,
6/14/22,17,17,3,2400,CONFYM,control,0.374198293,0.014797673,
6/14/22,17,17,4,3600,CONFYM,control,0.37856451,0.014970336,
6/14/22,18,18,1,0,CONFYM,drought,0.360919613,0.014139291,0.093
6/14/22,18,18,2,1200,CONFYM,drought,0.379263677,0.014857933,
6/14/22,18,18,3,2400,CONFYM,drought,0.391773272,0.015348005,
6/14/22,18,18,4,3600,CONFYM,drought,0.401589206,0.015732552,
6/14/22,19,19,1,0,CONFYM,control,0.376928137,0.014905625,0.003
6/14/22,19,19,2,1200,CONFYM,control,0.369125142,0.014597056,
6/14/22,19,19,3,2400,CONFYM,control,0.376005803,0.014869151,
6/14/22,19,19,4,3600,CONFYM,control,0.375909106,0.014865328,
6/14/22,20,20,1,0,CONFYM,drought,0.363917746,0.014256745,0.045
6/14/22,20,20,2,1200,CONFYM,drought,0.371103859,0.014538266,
6/14/22,20,20,3,2400,CONFYM,drought,0.37837856,0.014823258,
6/14/22,20,20,4,3600,CONFYM,drought,0.381948719,0.014963121,
6/14/22,21,21,1,0,BIODYN,control,0.361559423,0.014297869,0.003
6/14/22,21,21,2,1200,BIODYN,control,0.361157682,0.014281982,
6/14/22,21,21,3,2400,BIODYN,control,0.362995256,0.014354649,
6/14/22,21,21,4,3600,BIODYN,control,0.362355458,0.014329348,
6/14/22,22,22,1,0,BIODYN,drought,0.3616115,0.014166396,0.122
6/14/22,22,22,2,1200,BIODYN,drought,0.382454479,0.014982935,
6/14/22,22,22,3,2400,BIODYN,drought,0.395290782,0.015485806,
6/14/22,22,22,4,3600,BIODYN,drought,0.410035935,0.016063459,
6/14/22,23,23,1,0,CONMIN,control,0.362124832,0.014320228,0.094
6/14/22,23,23,2,1200,CONMIN,control,0.373751988,0.014780024,
6/14/22,23,23,3,2400,CONMIN,control,0.389319105,0.015395626,
6/14/22,23,23,4,3600,CONMIN,control,0.401485103,0.015876731,
6/14/22,24,24,1,0,CONMIN,drought,0.363590412,0.014243921,0.087
6/14/22,24,24,2,1200,CONMIN,drought,0.385325347,0.015095403,
6/14/22,24,24,3,2400,CONMIN,drought,0.392940834,0.015393746,
6/14/22,24,24,4,3600,CONMIN,drought,0.399373286,0.015645742,
6/21/22,1,1,1,0,CONMIN,control,0.359458063,0.014229141,0.060
6/21/22,1,1,2,1200,CONMIN,control,0.364942218,0.014446232,
6/21/22,1,1,3,2400,CONMIN,control,0.373150843,0.01477117,
6/21/22,1,1,4,3600,CONMIN,control,0.382751904,0.015151228,
6/21/22,2,2,1,0,CONMIN,drought,0.341201317,0.013407053,0.029
6/21/22,2,2,2,1200,CONMIN,drought,0.345351929,0.013570146,
6/21/22,2,2,3,2400,CONMIN,drought,0.350467802,0.013771168,
6/21/22,2,2,4,3600,CONMIN,drought,0.351794202,0.013823287,
6/21/22,3,3,1,0,BIODYN,control,0.340629175,0.0134838,0.013
6/21/22,3,3,2,1200,BIODYN,control,0.341128892,0.013503582,
6/21/22,3,3,3,2400,BIODYN,control,0.34611266,0.013700864,
6/21/22,3,3,4,3600,BIODYN,control,0.344786845,0.013648382,
6/21/22,4,4,1,0,BIODYN,drought,0.339217038,0.013329084,0.019
6/21/22,4,4,2,1200,BIODYN,drought,0.342432596,0.013455435,
6/21/22,4,4,3,2400,BIODYN,drought,0.345359174,0.013570431,
6/21/22,4,4,4,3600,BIODYN,drought,0.346511155,0.013615696,
6/21/22,5,5,1,0,CONFYM,control,0.343098985,0.013581568,0.016
6/21/22,5,5,2,1200,CONFYM,control,0.343772653,0.013608235,
6/21/22,5,5,3,2400,CONFYM,control,0.346706785,0.013724382,
6/21/22,5,5,4,3600,CONFYM,control,0.349699567,0.013842852,
6/21/22,6,6,1,0,CONFYM,drought,0.340723323,0.013388271,0.056
6/21/22,6,6,2,1200,CONFYM,drought,0.348996599,0.013713359,
6/21/22,6,6,3,2400,CONFYM,drought,0.357790051,0.014058886,
6/21/22,6,6,4,3600,CONFYM,drought,0.362511793,0.01424442,
6/21/22,7,7,1,0,CONFYM,control,0.344873779,0.013651823,0.005
6/21/22,7,7,2,1200,CONFYM,control,0.342179087,0.013545153,
6/21/22,7,7,3,2400,CONFYM,control,0.344591244,0.013640639,
6/21/22,7,7,4,3600,CONFYM,control,0.346105414,0.013700577,
6/21/22,8,8,1,0,CONFYM,drought,0.338637745,0.013306321,0.040
6/21/22,8,8,2,1200,CONFYM,drought,0.346677803,0.013622245,
6/21/22,8,8,3,2400,CONFYM,drought,0.355404433,0.013965146,
6/21/22,8,8,4,3600,CONFYM,drought,0.354889661,0.013944919,
6/21/22,9,9,1,0,CONMIN,control,0.340325009,0.01347176,0.027
6/21/22,9,9,2,1200,CONMIN,control,0.343663995,0.013603933,
6/21/22,9,9,3,2400,CONMIN,control,0.347953089,0.013773717,
6/21/22,9,9,4,3600,CONMIN,control,0.350525784,0.013875557,
6/21/22,10,10,1,0,CONMIN,drought,0.357956842,0.014065439,-0.012
6/21/22,10,10,2,1200,CONMIN,drought,0.348098016,0.01367805,
6/21/22,10,10,3,2400,CONMIN,drought,0.347800918,0.013666376,
6/21/22,10,10,4,3600,CONMIN,drought,0.352613304,0.013855472,
6/21/22,11,11,1,0,BIODYN,control,0.341679328,0.013525371,0.012
6/21/22,11,11,2,1200,BIODYN,control,0.341903855,0.013534258,
6/21/22,11,11,3,2400,BIODYN,control,0.34706907,0.013738723,
6/21/22,11,11,4,3600,BIODYN,control,0.345076629,0.013659853,
6/21/22,12,12,1,0,BIODYN,drought,0.34218633,0.013445758,0.011
6/21/22,12,12,2,1200,BIODYN,drought,0.344605733,0.013540825,
6/21/22,12,12,3,2400,BIODYN,drought,0.34344668,0.013495282,
6/21/22,12,12,4,3600,BIODYN,drought,0.347742948,0.013664098,
6/21/22,13,13,1,0,BIODYN,control,0.341918341,0.013534832,0.009
6/21/22,13,13,2,1200,BIODYN,control,0.342519514,0.013558629,
6/21/22,13,13,3,2400,BIODYN,control,0.343359756,0.01359189,
6/21/22,13,13,4,3600,BIODYN,control,0.345917039,0.01369312,
6/21/22,14,14,1,0,BIODYN,drought,0.341650357,0.013424698,0.009
6/21/22,14,14,2,1200,BIODYN,drought,0.342360164,0.013452589,
6/21/22,14,14,3,2400,BIODYN,drought,0.346061943,0.013598045,
6/21/22,14,14,4,3600,BIODYN,drought,0.344395647,0.01353257,
6/21/22,15,15,1,0,CONMIN,control,0.339955674,0.01345714,0.038
6/21/22,15,15,2,1200,CONMIN,control,0.346119905,0.013701151,
6/21/22,15,15,3,2400,CONMIN,control,0.350373582,0.013869532,
6/21/22,15,15,4,3600,CONMIN,control,0.356470294,0.014110871,
6/21/22,16,16,1,0,CONMIN,drought,0.345743156,0.013585519,0.015
6/21/22,16,16,2,1200,CONMIN,drought,0.344402891,0.013532855,
6/21/22,16,16,3,2400,CONMIN,drought,0.346489419,0.013614842,
6/21/22,16,16,4,3600,CONMIN,drought,0.351670979,0.013818445,
6/21/22,17,17,1,0,CONFYM,control,0.341194074,0.013506162,0.017
6/21/22,17,17,2,1200,CONFYM,control,0.342642649,0.013563504,
6/21/22,17,17,3,2400,CONFYM,control,0.345641726,0.013682222,
6/21/22,17,17,4,3600,CONFYM,control,0.348250191,0.013785478,
6/21/22,18,18,1,0,CONFYM,drought,0.339448762,0.013338189,0.097
6/21/22,18,18,2,1200,CONFYM,drought,0.358181652,0.014074273,
