ASVid;Order;Clade;Sub_Clade;Sub_Clade2;Taxonomy
ASV_323;Nitrososphaerales;NS-Delta;NS-Delta-1.2.1;Nitrososphaerales (NS-Delta-1.2.1);NS-Delta-1.2.1_OTU3_1-EU590277
ASV_324;Nitrososphaerales;NS-Alpha;NS-Alpha-3.2.3.1;Nitrososphaerales (NS-Alpha-3.2.3.1);NS-Alpha-3.2.3.1-KF754141
ASV_325;Nitrososphaerales;NS-Beta;NS-Beta-1.3;Nitrososphaerales (NS-Beta-1.3);NS-Beta-1.3_OTU1_1-EU885554
ASV_326;Nitrososphaerales;NS-Beta;NS-Beta-1.3;Nitrososphaerales (NS-Beta-1.3);NS-Beta-1.3_OTU1_1-EU885554
ASV_327;Ca.Nitrosotaleales;NT-Alpha;NT-Alpha-1.1.2.2;Ca.Nitrosotaleales (NT-Alpha-1.1.2.2);NT-Alpha-1.1.2.2-JN179533
ASV_328;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_329;Nitrososphaerales;NS-Zeta;NS-Zeta-IS;Nitrososphaerales (NS-Zeta-IS);NS-Zeta-Incertae_sedis.2_OTU1_1-DQ304880
ASV_330;Ca.Nitrosotaleales;NT-Alpha;NT-Alpha;Ca.Nitrosotaleales (NT-Alpha);NT-Alpha_OTU7_1-JN418180
ASV_331;Nitrososphaerales;NS-Alpha;NS-Alpha-3.2.2;Nitrososphaerales (NS-Alpha-3.2.2);NS-Alpha-3.2.2_OTU4_1-FJ601579
ASV_332;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_333;Nitrososphaerales;NS-Alpha;NS-Alpha-3.2.2;Nitrososphaerales (NS-Alpha-3.2.2);NS-Alpha-3.2.2_OTU4_1-FJ601579
ASV_334;Nitrososphaerales;NS-Alpha;NS-Alpha-1;Nitrososphaerales (NS-Alpha-1);NS-Alpha-1_OTU6_1-JF520980
ASV_335;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_336;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_337;Nitrososphaerales;NS-Alpha;NS-Alpha-1;Nitrososphaerales (NS-Alpha-1);NS-Alpha-1_OTU6_1-JF520980
ASV_338;Nitrososphaerales;NS-Alpha;NS-Alpha-3.2.2;Nitrososphaerales (NS-Alpha-3.2.2);NS-Alpha-3.2.2_OTU4_1-FJ601579
ASV_339;Nitrososphaerales;NS-Beta;NS-Beta-1.3;Nitrososphaerales (NS-Beta-1.3);NS-Beta-1.3_OTU1_1-EU885554
ASV_340;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_341;Nitrososphaerales;NS-Delta;NS-Delta-1.2.1;Nitrososphaerales (NS-Delta-1.2.1);NS-Delta-1.2.1_OTU4_1-HQ007666
ASV_342;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_343;Nitrososphaerales;NS-Delta;NS-Delta-1.2.1;Nitrososphaerales (NS-Delta-1.2.1);NS-Delta-1.2.1_OTU4_1-HQ007666
ASV_344;Nitrososphaerales;NS-Epsilon;NS-Epsilon-2.2;Nitrososphaerales (NS-Epsilon-2.2);NS-Epsilon-2.2_OTU5_1-KC756646
ASV_345;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_346;Nitrososphaerales;NS-Delta;NS-Delta-1.2.1;Nitrososphaerales (NS-Delta-1.2.1);NS-Delta-1.2.1_OTU6_1-EU590133
ASV_347;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_348;Nitrososphaerales;NS-Beta;NS-Beta-1.3;Nitrososphaerales (NS-Beta-1.3);NS-Beta-1.3_OTU1_1-EU885554
ASV_349;Nitrososphaerales;NS-Delta;NS-Delta-1.2.1;Nitrososphaerales (NS-Delta-1.2.1);NS-Delta-1.2.1_OTU3_1-EU590277
ASV_350;Nitrososphaerales;NS-Beta;NS-Beta-1.3;Nitrososphaerales (NS-Beta-1.3);NS-Beta-1.3_OTU1_1-EU885554
ASV_351;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_352;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_353;Nitrososphaerales;NS-Beta;NS-Beta-1.3;Nitrososphaerales (NS-Beta-1.3);NS-Beta-1.3_OTU1_1-EU885554
ASV_354;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_355;Nitrososphaerales;NS-Alpha;NS-Alpha-3.2.2;Nitrososphaerales (NS-Alpha-3.2.2);NS-Alpha-3.2.2_OTU4_1-FJ601579
ASV_356;Nitrososphaerales;NS-Beta;NS-Beta-1.3;Nitrososphaerales (NS-Beta-1.3);NS-Beta-1.3_OTU1_1-EU885554
ASV_357;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_358;Nitrososphaerales;NS-Alpha;NS-Alpha-3.1.2;Nitrososphaerales (NS-Alpha-3.1.2);NS-Alpha-3.1.2_OTU3_1-JQ638738
ASV_359;Nitrososphaerales;NS-Alpha;NS-Alpha-3.2.2;Nitrososphaerales (NS-Alpha-3.2.2);NS-Alpha-3.2.2_OTU7_1-KF877801
ASV_360;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_361;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_362;Nitrososphaerales;NS-Beta;NS-Beta-1.3;Nitrososphaerales (NS-Beta-1.3);NS-Beta-1.3_OTU1_1-EU885554
ASV_363;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_364;Nitrososphaerales;NS-Beta;NS-Beta-1.3;Nitrososphaerales (NS-Beta-1.3);NS-Beta-1.3_OTU1_1-EU885554
ASV_365;Nitrososphaerales;NS-Alpha;NS-Alpha-1;Nitrososphaerales (NS-Alpha-1);NS-Alpha-1_OTU6_1-JF520980
ASV_366;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_367;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_368;Nitrososphaerales;NS-Alpha;NS-Alpha-3.1.2;Nitrososphaerales (NS-Alpha-3.1.2);NS-Alpha-3.1.2_OTU2_1-KC137506
ASV_369;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_370;Ca.Nitrosotaleales;NT-Alpha;NT-Alpha-1.1.2.1;Ca.Nitrosotaleales (NT-Alpha-1.1.2.1);NT-Alpha-1.1.2.1-JQ886283
ASV_371;Nitrososphaerales;NS-Beta;NS-Beta-1.3;Nitrososphaerales (NS-Beta-1.3);NS-Beta-1.3_OTU1_1-EU885554
ASV_372;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_373;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_374;Nitrososphaerales;NS-Alpha;NS-Alpha-1;Nitrososphaerales (NS-Alpha-1);NS-Alpha-1_OTU6_1-JF520980
ASV_375;Nitrososphaerales;NS-Zeta;NS-Zeta;Nitrososphaerales (NS-Zeta);NS-Zeta_OTU2_1-JX426485
ASV_376;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_377;Ca.Nitrosotaleales;NT-Alpha;NT-Alpha-1.1.1.1;Ca.Nitrosotaleales (NT-Alpha-1.1.1.1);NT-Alpha-1.1.1.1-KJ864188
ASV_378;Nitrososphaerales;NS-Gamma;NS-Gamma-1.2;Nitrososphaerales (NS-Gamma-1.2);NS-Gamma-1.2_OTU1_1-EU671146
ASV_379;Nitrososphaerales;NS-Gamma;NS-Gamma-2.3.1;Nitrososphaerales (NS-Gamma-2.3.1);NS-Gamma-2.3.1_OTU5_1-KJ496887
ASV_380;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_381;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_382;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_383;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_384;Nitrososphaerales;NS-Beta;NS-Beta-1.3;Nitrososphaerales (NS-Beta-1.3);NS-Beta-1.3_OTU1_1-EU885554
ASV_385;Nitrososphaerales;NS-Beta;NS-Beta-1.3;Nitrososphaerales (NS-Beta-1.3);NS-Beta-1.3_OTU1_1-EU885554
ASV_386;Nitrososphaerales;NS-Alpha;NS-Alpha-1;Nitrososphaerales (NS-Alpha-1);NS-Alpha-1_OTU6_1-JF520980
ASV_387;Nitrososphaerales;NS-Alpha;NS-Alpha-3.1.2;Nitrososphaerales (NS-Alpha-3.1.2);NS-Alpha-3.1.2_OTU2_1-KC137506
ASV_388;Nitrososphaerales;NS-Alpha;NS-Alpha-3.1.2;Nitrososphaerales (NS-Alpha-3.1.2);NS-Alpha-3.1.2_OTU2_1-KC137506
ASV_389;Nitrososphaerales;NS-Alpha;NS-Alpha-3.1.2;Nitrososphaerales (NS-Alpha-3.1.2);NS-Alpha-3.1.2_OTU2_1-KC137506
ASV_390;Nitrososphaerales;NS-Gamma;NS-Gamma-2.2.1.2;Nitrososphaerales (NS-Gamma-2.2.1.2);NS-Gamma-2.2.1.2-JX570746
ASV_391;Nitrososphaerales;NS-Beta;NS-Beta-1.3;Nitrososphaerales (NS-Beta-1.3);NS-Beta-1.3_OTU1_1-EU885554
ASV_392;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_393;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_394;Nitrososphaerales;NS-Zeta;NS-Zeta-1.2;Nitrososphaerales (NS-Zeta-1.2);NS-Zeta-1.2_OTU8_1-EU925258
ASV_395;Nitrososphaerales;NS-Zeta;NS-Zeta-1.2;Nitrososphaerales (NS-Zeta-1.2);NS-Zeta-1.2_OTU8_1-EU925258
ASV_396;Nitrososphaerales;NS-Zeta;NS-Zeta;Nitrososphaerales (NS-Zeta);NS-Zeta_OTU2_1-JX426485
ASV_397;Nitrososphaerales;NS-Zeta;NS-Zeta-1.2;Nitrososphaerales (NS-Zeta-1.2);NS-Zeta-1.2_OTU8_1-EU925258
ASV_398;Nitrososphaerales;NS-Beta;NS-Beta-1.3;Nitrososphaerales (NS-Beta-1.3);NS-Beta-1.3_OTU1_1-EU885554
ASV_399;Nitrososphaerales;NS-Alpha;NS-Alpha-2;Nitrososphaerales (NS-Alpha-2);NS-Alpha-2_OTU1_1-JF520968
ASV_400;Nitrososphaerales;NS-Gamma;NS-Gamma-2.3.1;Nitrososphaerales (NS-Gamma-2.3.1);NS-Gamma-2.3.1_OTU2_1-KC469632
ASV_401;Nitrososphaerales;NS-Zeta;NS-Zeta-1.2;Nitrososphaerales (NS-Zeta-1.2);NS-Zeta-1.2_OTU8_1-EU925258
ASV_402;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_403;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_404;Nitrososphaerales;NS-Zeta;NS-Zeta-2;Nitrososphaerales (NS-Zeta-2);NS-Zeta-2_OTU5_1-KF179444
ASV_405;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_406;Nitrososphaerales;NS-Zeta;NS-Zeta-2;Nitrososphaerales (NS-Zeta-2);NS-Zeta-2_OTU5_1-KF179444
ASV_407;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_408;Nitrososphaerales;NS-Zeta;NS-Zeta-1.2;Nitrososphaerales (NS-Zeta-1.2);NS-Zeta-1.2_OTU8_1-EU925258
ASV_409;Nitrososphaerales;NS-Alpha;NS-Alpha-1;Nitrososphaerales (NS-Alpha-1);NS-Alpha-1_OTU1_1-HQ215926
ASV_410;Nitrososphaerales;NS-Gamma;NS-Gamma-2.2.1.2;Nitrososphaerales (NS-Gamma-2.2.1.2);NS-Gamma-2.2.1.2-JX570746
ASV_411;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_412;Nitrososphaerales;NS-Beta;NS-Beta-1.3;Nitrososphaerales (NS-Beta-1.3);NS-Beta-1.3_OTU1_1-EU885554
ASV_413;Nitrososphaerales;NS-Gamma;NS-Gamma-2.2.1.2;Nitrososphaerales (NS-Gamma-2.2.1.2);NS-Gamma-2.2.1.2-JX570746
ASV_414;Nitrosopumilales;NP-Eta;NP-Eta-1.2.1;Nitrosopumilales (NP-Eta-1.2.1);NP-Eta-1.2.1_OTU12_1-JQ403764
ASV_415;Nitrososphaerales;NS-Gamma;NS-Gamma-2.1;Nitrososphaerales (NS-Gamma-2.1);NS-Gamma-2.1_OTU1_1-JX010789
ASV_416;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_417;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_418;Nitrososphaerales;NS-Alpha;NS-Alpha-3.2.2;Nitrososphaerales (NS-Alpha-3.2.2);NS-Alpha-3.2.2_OTU4_1-FJ601579
ASV_419;Nitrososphaerales;NS-Gamma;NS-Gamma-2.2.1.2;Nitrososphaerales (NS-Gamma-2.2.1.2);NS-Gamma-2.2.1.2-JX570746
ASV_420;Ca.Nitrosotaleales;NT-Alpha;NT-Alpha-1.1.2.2;Ca.Nitrosotaleales (NT-Alpha-1.1.2.2);NT-Alpha-1.1.2.2-JN179533
ASV_421;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_422;Nitrososphaerales;NS-Alpha;NS-Alpha-3.1.2;Nitrososphaerales (NS-Alpha-3.1.2);NS-Alpha-3.1.2_OTU2_1-KC137506
ASV_423;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_424;Nitrososphaerales;NS-Beta;NS-Beta-1.3;Nitrososphaerales (NS-Beta-1.3);NS-Beta-1.3_OTU1_1-EU885554
ASV_425;Nitrososphaerales;NS-Epsilon;NS-Epsilon-2.2;Nitrososphaerales (NS-Epsilon-2.2);NS-Epsilon-2.2_OTU5_1-KC756646
ASV_426;Nitrososphaerales;NS-Zeta;NS-Zeta-1.2;Nitrososphaerales (NS-Zeta-1.2);NS-Zeta-1.2_OTU8_1-EU925258
ASV_427;Nitrososphaerales;NS-Epsilon;NS-Epsilon-2.2;Nitrososphaerales (NS-Epsilon-2.2);NS-Epsilon-2.2_OTU5_1-KC756646
ASV_428;Nitrososphaerales;NS-Epsilon;NS-Epsilon-2.2;Nitrososphaerales (NS-Epsilon-2.2);NS-Epsilon-2.2_OTU5_1-KC756646
ASV_429;Nitrososphaerales;NS-Alpha;NS-Alpha-3.2.2;Nitrososphaerales (NS-Alpha-3.2.2);NS-Alpha-3.2.2_OTU4_1-FJ601579
ASV_430;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_431;Nitrososphaerales;NS-Zeta;NS-Zeta-1.2;Nitrososphaerales (NS-Zeta-1.2);NS-Zeta-1.2_OTU8_1-EU925258
ASV_432;Nitrososphaerales;NS-Gamma;NS-Gamma-1.2;Nitrososphaerales (NS-Gamma-1.2);NS-Gamma-1.2_OTU1_1-EU671146
ASV_433;Nitrososphaerales;NS-Alpha;NS-Alpha-3.2.2;Nitrososphaerales (NS-Alpha-3.2.2);NS-Alpha-3.2.2_OTU4_1-FJ601579
ASV_434;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_435;Nitrososphaerales;NS-Alpha;NS-Alpha-1;Nitrososphaerales (NS-Alpha-1);NS-Alpha-1_OTU1_1-HQ215926
ASV_436;Nitrososphaerales;NS-Gamma;NS-Gamma-2.2.1.2;Nitrososphaerales (NS-Gamma-2.2.1.2);NS-Gamma-2.2.1.2-JX570746
ASV_437;Nitrososphaerales;NS-Beta;NS-Beta-1.3;Nitrososphaerales (NS-Beta-1.3);NS-Beta-1.3_OTU1_1-EU885554
ASV_438;Nitrososphaerales;NS-Zeta;NS-Zeta-IS;Nitrososphaerales (NS-Zeta-IS);NS-Zeta-Incertae_sedis.2_OTU1_1-DQ304880
ASV_439;Nitrososphaerales;NS-Zeta;NS-Zeta-1.2;Nitrososphaerales (NS-Zeta-1.2);NS-Zeta-1.2_OTU8_1-EU925258
ASV_440;Ca.Nitrosotaleales;NT-Alpha;NT-Alpha-1.1.2.2;Ca.Nitrosotaleales (NT-Alpha-1.1.2.2);NT-Alpha-1.1.2.2-JN179533
ASV_441;Nitrososphaerales;NS-Zeta;NS-Zeta-IS;Nitrososphaerales (NS-Zeta-IS);NS-Zeta-Incertae_sedis.2_OTU1_1-DQ304880
ASV_442;Nitrososphaerales;NS-Delta;NS-Delta-1.2.1;Nitrososphaerales (NS-Delta-1.2.1);NS-Delta-1.2.1_OTU6_1-EU590133
ASV_443;Nitrososphaerales;NS-Alpha;NS-Alpha-1;Nitrososphaerales (NS-Alpha-1);NS-Alpha-1_OTU3_1-KC773913
ASV_444;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_445;Nitrososphaerales;NS-Beta;NS-Beta-1.3;Nitrososphaerales (NS-Beta-1.3);NS-Beta-1.3_OTU1_1-EU885554
ASV_446;Nitrososphaerales;NS-Gamma;NS-Gamma-1.IS;Nitrososphaerales (NS-Gamma-1.IS);NS-Gamma-1.Incertae_sedis_OTU1_1-EU651089
ASV_447;Ca.Nitrosotaleales;NT-Alpha;NT-Alpha;Ca.Nitrosotaleales (NT-Alpha);NT-Alpha_OTU7_1-JN418180
ASV_448;Nitrososphaerales;NS-Beta;NS-Beta-1.3;Nitrososphaerales (NS-Beta-1.3);NS-Beta-1.3_OTU1_1-EU885554
ASV_449;Nitrososphaerales;NS-Gamma;NS-Gamma-2.2.1.2;Nitrososphaerales (NS-Gamma-2.2.1.2);NS-Gamma-2.2.1.2-JX570746
ASV_450;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU2_1-EU885632
ASV_451;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_452;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_453;Nitrososphaerales;NS-Gamma;NS-Gamma-2.2.1.2;Nitrososphaerales (NS-Gamma-2.2.1.2);NS-Gamma-2.2.1.2-JX570746
ASV_454;Nitrososphaerales;NS-Zeta;NS-Zeta-IS;Nitrososphaerales (NS-Zeta-IS);NS-Zeta-Incertae_sedis.2_OTU1_1-DQ304880
ASV_455;Nitrososphaerales;NS-Epsilon;NS-Epsilon-2.2;Nitrososphaerales (NS-Epsilon-2.2);NS-Epsilon-2.2_OTU5_1-KC756646
ASV_456;Nitrososphaerales;NS-Gamma;NS-Gamma-1.2;Nitrososphaerales (NS-Gamma-1.2);NS-Gamma-1.2_OTU1_1-EU671146
ASV_457;Nitrososphaerales;NS-Zeta;NS-Zeta-1.2;Nitrososphaerales (NS-Zeta-1.2);NS-Zeta-1.2_OTU8_1-EU925258
ASV_458;Nitrososphaerales;NS-Alpha;NS-Alpha-1;Nitrososphaerales (NS-Alpha-1);NS-Alpha-1_OTU6_1-JF520980
ASV_459;Nitrososphaerales;NS-Beta;NS-Beta-1.3;Nitrososphaerales (NS-Beta-1.3);NS-Beta-1.3_OTU1_1-EU885554
ASV_460;Nitrososphaerales;NS-Zeta;NS-Zeta-1.2;Nitrososphaerales (NS-Zeta-1.2);NS-Zeta-1.2_OTU8_1-EU925258
ASV_461;Nitrososphaerales;NS-Zeta;NS-Zeta;Nitrososphaerales (NS-Zeta);NS-Zeta_OTU2_1-JX426485
ASV_462;Nitrososphaerales;NS-Beta;NS-Beta-1.3;Nitrososphaerales (NS-Beta-1.3);NS-Beta-1.3_OTU1_1-EU885554
ASV_463;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_464;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_465;Nitrososphaerales;NS-Delta;NS-Delta-1.1.2.1;Nitrososphaerales (NS-Delta-1.1.2.1);NS-Delta-1.1.2.1-KJ729441
ASV_466;Nitrososphaerales;NS-Beta;NS-Beta-1.3;Nitrososphaerales (NS-Beta-1.3);NS-Beta-1.3_OTU1_1-EU885554
ASV_467;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_468;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_469;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_470;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_471;Nitrososphaerales;NS-Gamma;NS-Gamma-2.2.1.2;Nitrososphaerales (NS-Gamma-2.2.1.2);NS-Gamma-2.2.1.2-JX570746
ASV_472;Nitrososphaerales;NS-Gamma;NS-Gamma-2.1;Nitrososphaerales (NS-Gamma-2.1);NS-Gamma-2.1_OTU1_1-JX010789
ASV_473;Nitrososphaerales;NS-Alpha;NS-Alpha-3.2.3.1;Nitrososphaerales (NS-Alpha-3.2.3.1);NS-Alpha-3.2.3.1-KF668760
ASV_474;Nitrososphaerales;NS-Gamma;NS-Gamma-2.3.1;Nitrososphaerales (NS-Gamma-2.3.1);NS-Gamma-2.3.1_OTU5_1-KJ496887
ASV_475;Nitrososphaerales;NS-Zeta;NS-Zeta-IS;Nitrososphaerales (NS-Zeta-IS);NS-Zeta-Incertae_sedis.2_OTU1_1-DQ304880
ASV_476;Nitrososphaerales;NS-Gamma;NS-Gamma-2.2.1.2;Nitrososphaerales (NS-Gamma-2.2.1.2);NS-Gamma-2.2.1.2-JX570746
ASV_477;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU1_1-EU885561
ASV_478;Nitrososphaerales;NS-Zeta;NS-Zeta;Nitrososphaerales (NS-Zeta);NS-Zeta_OTU2_1-JX426485
ASV_479;Nitrosopumilales;NP-Eta;NP-Eta-1.2.1;Nitrosopumilales (NP-Eta-1.2.1);NP-Eta-1.2.1_OTU12_1-JQ403764
ASV_480;Nitrososphaerales;NS-Gamma;NS-Gamma-1.2;Nitrososphaerales (NS-Gamma-1.2);NS-Gamma-1.2_OTU1_1-EU671146
ASV_481;Nitrososphaerales;NS-Alpha;NS-Alpha-3.1.2;Nitrososphaerales (NS-Alpha-3.1.2);NS-Alpha-3.1.2_OTU3_1-JQ638738
ASV_482;Nitrososphaerales;NS-Beta;NS-Beta-1;Nitrososphaerales (NS-Beta-1);NS-Beta-1_OTU10_1-EU671395
ASV_483;Nitrosopumilales;NP-Gamma;NP-Gamma-2.2.5;Nitrosopumilales (NP-Gamma-2.2.5);NP-Gamma-2.2.5_OTU2_1-HQ168103
ASV_484;Nitrososphaerales;NS-Zeta;NS-Zeta;Nitrososphaerales (NS-Zeta);NS-Zeta_OTU2_1-JX426485
ASV_485;Nitrososphaerales;NS-Delta;NS-Delta-1.IS;Nitrososphaerales (NS-Delta-1.IS);NS-Delta-1.Incertae_sedis.2_OTU2_1-EU885632
ASV_486;Nitrososphaerales;NS-Alpha;NS-Alpha-1;Nitrososphaerales (NS-Alpha-1);NS-Alpha-1_OTU1_1-HQ215926
ASV_487;Ca.Nitrosotaleales;NT-Alpha;NT-Alpha;Ca.Nitrosotaleales (NT-Alpha);NT-Alpha_OTU7_1-JN418180
